sample_id,class_id,model_index,original_class_id,source,source_version,signer_id,consent_id,split,raw_path,landmark_path,quality_status,training_status,manual_selectable,risk_tier,source_quality_status,quality_reason,extractor,view,source_fps,source_frames,trim_start,trim_end,used_frames,active_hand,interpolated_hand_frames,raw_hand_frame_ratio,hand_frame_ratio,motion_score
ans_bogaz_medyatik_1_web_25fps_p0,bogaz,59,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/bogaz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bogaz_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,80,0,65,65,right,4,0.7375,0.9538,2.5407
ans_dis_medyatik_1_web_10fps_p0,dis,58,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/dis/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_dis_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,28,0,28,28,right,3,0.5357,0.5714,2.3241
ans_dis_medyatik_1_web_10fps_p50,dis,58,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/dis/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_dis_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,28,0,26,26,right,8,0.3214,0.5385,2.0903
ans_dis_medyatik_1_web_25fps_p0,dis,58,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/dis/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_dis_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,70,0,70,70,right,23,0.3857,0.7143,2.9561
ans_diz_medyatik_1_web_10fps_p0,diz,69,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/diz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_diz_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,28,0,12,12,right,0,0.3214,0.75,0.7079
ans_diz_medyatik_1_web_10fps_p50,diz,69,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/diz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_diz_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,28,0,14,14,right,1,0.3571,0.7857,2.9184
ans_diz_medyatik_1_web_25fps_p0,diz,69,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/diz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_diz_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,70,0,25,25,left,3,0.3143,0.88,1.5746
ans_el_medyatik_1_web_10fps_p0,el,63,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/el/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_el_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,32,0,32,32,left,2,0.5938,0.6562,1.7642
ans_el_medyatik_1_web_10fps_p50,el,63,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/el/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_el_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,32,0,32,32,left,2,0.625,0.6875,2.2871
ans_el_medyatik_1_web_25fps_p0,el,63,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/el/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_el_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,80,0,80,80,left,6,0.8125,0.8125,5.2635
ans_evet_turkce_1_web_10fps_p0,evet,2,65,ANSWER,turkce,ans_turkce,user_reported_permission,train,yanit_ham/evet/turkce_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_evet_turkce_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,30,0,29,29,right,9,0.7,0.7931,7.355
ans_evet_turkce_1_web_10fps_p50,evet,2,65,ANSWER,turkce,ans_turkce,user_reported_permission,train,yanit_ham/evet/turkce_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_evet_turkce_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,30,0,29,29,left,8,0.7333,0.7931,5.7706
ans_evet_turkce_1_web_25fps_p0,evet,2,65,ANSWER,turkce,ans_turkce,user_reported_permission,train,yanit_ham/evet/turkce_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_evet_turkce_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,75,4,67,63,right,19,0.7067,0.9048,7.4452
ans_goz_medyatik_1_web_10fps_p0,goz,55,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/goz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_goz_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,30,0,30,30,right,0,0.9,0.9,0.3216
ans_goz_medyatik_1_web_10fps_p50,goz,55,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/goz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_goz_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,30,0,30,30,left,7,0.9333,0.9333,1.0597
ans_goz_medyatik_1_web_25fps_p0,goz,55,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/goz/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_goz_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,75,3,75,72,left,17,0.92,0.9583,2.0977
ans_hayir_turkce_1_web_10fps_p0,hayir,6,86,ANSWER,turkce,ans_turkce,user_reported_permission,train,yanit_ham/hayir/turkce_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hayir_turkce_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,32,2,32,30,right,1,0.75,0.8333,8.7069
ans_hayir_turkce_1_web_10fps_p50,hayir,6,86,ANSWER,turkce,ans_turkce,user_reported_permission,train,yanit_ham/hayir/turkce_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hayir_turkce_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,32,2,32,30,right,3,0.7188,0.8333,8.3717
ans_hayir_turkce_1_web_25fps_p0,hayir,6,86,ANSWER,turkce,ans_turkce,user_reported_permission,train,yanit_ham/hayir/turkce_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hayir_turkce_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,80,10,78,68,right,8,0.6875,0.9118,8.7693
ans_kol_medyatik_1_web_10fps_p0,kol,62,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/kol/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kol_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,29,0,29,29,left,7,0.7241,0.9655,0.8368
ans_kol_medyatik_1_web_10fps_p50,kol,62,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/kol/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kol_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,29,0,29,29,left,4,0.6552,0.7931,0.274
ans_kol_medyatik_1_web_25fps_p0,kol,62,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/kol/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kol_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,72,0,69,69,right,10,0.6389,0.7101,1.0856
ans_kulak_medyatik_1_web_10fps_p0,kulak,56,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/kulak/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kulak_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,31,0,31,31,right,14,0.871,1.0,2.9788
ans_kulak_medyatik_1_web_10fps_p50,kulak,56,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/kulak/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kulak_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,31,0,31,31,right,6,1.0,1.0,2.776
ans_kulak_medyatik_1_web_25fps_p0,kulak,56,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/kulak/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kulak_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,77,0,77,77,left,14,0.974,1.0,1.4446
ans_sirt_medyatik_1_web_10fps_p0,sirt,66,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/sirt/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sirt_medyatik_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,28,0,28,28,right,7,0.75,1.0,3.6502
ans_sirt_medyatik_1_web_10fps_p50,sirt,66,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/sirt/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sirt_medyatik_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,28,0,28,28,right,6,0.7857,0.9643,3.8458
ans_sirt_medyatik_1_web_25fps_p0,sirt,66,,ANSWER,medyatik,ans_medyatik,user_reported_permission,train,yanit_ham/sirt/medyatik_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_sirt_medyatik_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,70,0,70,70,right,0,0.7714,0.7714,1.8029
