sample_id,class_id,model_index,original_class_id,source,source_version,signer_id,consent_id,split,raw_path,landmark_path,quality_status,training_status,manual_selectable,risk_tier,source_quality_status,quality_reason,extractor,view,source_fps,source_frames,trim_start,trim_end,used_frames,active_hand,interpolated_hand_frames,raw_hand_frame_ratio,hand_frame_ratio,motion_score
ans_bacak_meb_1_web_25fps_p0,bacak,68,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bacak/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bacak_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,68,0,68,68,right,1,1.0,1.0,2.2801
ans_bas_meb_1_web_10fps_p0,bas,54,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bas/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bas_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,25,0,21,21,left,4,0.44,0.7143,8.547
ans_bas_meb_1_web_10fps_p50,bas,54,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bas/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bas_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,2,20,18,left,1,0.4583,0.6667,3.7562
ans_bas_meb_1_web_25fps_p0,bas,54,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bas/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bas_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,61,4,47,43,left,10,0.4426,0.8605,8.7466
ans_bel_meb_1_web_10fps_p0,bel,67,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bel/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bel_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,24,0,20,20,left,2,0.5,0.7,3.4671
ans_bel_meb_1_web_10fps_p50,bel,67,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bel/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bel_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,0,20,20,left,1,0.5417,0.7,3.7456
ans_bel_meb_1_web_25fps_p0,bel,67,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bel/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bel_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,59,6,47,41,left,1,0.5763,0.8537,4.5167
ans_bogaz_meb_1_web_10fps_p0,bogaz,59,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bogaz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bogaz_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,28,3,24,21,left,2,0.4643,0.7143,2.907
ans_bogaz_meb_1_web_10fps_p50,bogaz,59,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bogaz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bogaz_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,28,2,25,23,left,2,0.5357,0.7391,5.6196
ans_bogaz_meb_1_web_25fps_p0,bogaz,59,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/bogaz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_bogaz_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,69,11,58,47,left,6,0.5072,0.8723,5.9085
ans_boyun_meb_1_web_10fps_p0,boyun,60,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/boyun/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_boyun_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,29,0,22,22,left,4,0.4138,0.7273,6.6592
ans_boyun_meb_1_web_10fps_p50,boyun,60,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/boyun/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_boyun_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,29,3,19,16,left,0,0.3448,0.625,0.5088
ans_boyun_meb_1_web_25fps_p0,boyun,60,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/boyun/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_boyun_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,72,5,49,44,left,3,0.3889,0.7045,3.3077
ans_burun_meb_1_web_10fps_p0,burun,57,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/burun/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_burun_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,22,3,17,14,left,0,0.3636,0.5714,0.2647
ans_burun_meb_1_web_10fps_p50,burun,57,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/burun/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_burun_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,22,1,18,17,left,2,0.4091,0.6471,2.7559
ans_burun_meb_1_web_25fps_p0,burun,57,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/burun/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_burun_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,55,8,40,32,left,4,0.4,0.8125,2.8759
ans_cok_meb_1_web_10fps_p0,cok,48,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/cok/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_cok_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,25,2,15,13,left,0,0.28,0.5385,0.6474
ans_cok_meb_1_web_10fps_p50,cok,48,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/cok/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_cok_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,25,1,15,14,left,1,0.32,0.5714,1.6032
ans_cok_meb_1_web_25fps_p0,cok,48,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/cok/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_cok_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,62,8,36,28,right,8,0.3065,0.7857,3.2472
ans_dis_meb_1_web_10fps_p0,dis,58,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/dis/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_dis_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,25,0,19,19,left,2,0.44,0.6842,5.0247
ans_dis_meb_1_web_10fps_p50,dis,58,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/dis/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_dis_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,24,1,20,19,left,2,0.4583,0.6842,5.0767
ans_dis_meb_1_web_25fps_p0,dis,58,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/dis/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_dis_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,61,5,38,33,left,2,0.4098,0.8182,3.9797
ans_diz_meb_1_web_10fps_p0,diz,69,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/diz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_diz_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,27,0,27,27,left,0,1.0,1.0,2.2668
ans_diz_meb_1_web_10fps_p50,diz,69,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/diz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_diz_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,26,0,26,26,left,0,1.0,1.0,2.4564
ans_diz_meb_1_web_25fps_p0,diz,69,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/diz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_diz_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,66,0,66,66,left,0,1.0,1.0,2.5202
ans_el_meb_1_web_10fps_p0,el,63,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/el/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_el_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,26,0,21,21,left,5,0.5385,0.7143,5.8514
ans_el_meb_1_web_10fps_p50,el,63,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/el/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_el_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,26,1,19,18,right,1,0.4615,0.6667,3.5465
ans_el_meb_1_web_25fps_p0,el,63,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/el/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_el_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,65,7,44,37,right,3,0.4769,0.8378,3.9965
ans_evet_meb_1_web_10fps_p0,evet,2,65,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/evet/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_evet_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,19,0,19,19,left,8,0.7368,0.8947,7.1551
ans_evet_meb_1_web_10fps_p50,evet,2,65,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/evet/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_evet_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,18,0,18,18,left,11,0.5556,0.8889,6.1169
ans_evet_meb_1_web_25fps_p0,evet,2,65,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/evet/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_evet_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,46,2,46,44,left,18,0.5652,0.7045,6.5802
ans_gogus_meb_1_web_10fps_p0,gogus,64,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/gogus/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_gogus_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,26,1,20,19,right,1,0.5,0.6842,3.1308
ans_gogus_meb_1_web_10fps_p50,gogus,64,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/gogus/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_gogus_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,25,1,20,19,left,1,0.52,0.6842,3.2109
ans_gogus_meb_1_web_25fps_p0,gogus,64,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/gogus/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_gogus_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,63,7,46,39,left,2,0.5238,0.8462,3.8564
ans_goz_meb_1_web_10fps_p0,goz,55,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/goz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_goz_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,21,3,19,16,left,1,0.4286,0.625,2.3998
ans_goz_meb_1_web_10fps_p50,goz,55,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/goz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_goz_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,20,2,19,17,left,2,0.45,0.6471,3.4909
ans_goz_meb_1_web_25fps_p0,goz,55,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/goz/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_goz_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,51,11,43,32,left,5,0.4118,0.8125,3.8114
ans_hafif_meb_1_web_10fps_p0,hafif,47,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/hafif/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hafif_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,22,2,18,16,left,2,0.4545,0.625,3.4488
ans_hafif_meb_1_web_10fps_p50,hafif,47,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/hafif/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hafif_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,22,2,18,16,left,2,0.4091,0.625,3.7447
ans_hafif_meb_1_web_25fps_p0,hafif,47,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/hafif/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hafif_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,55,9,40,31,left,3,0.4364,0.8065,4.1853
ans_hayir_meb_1_web_10fps_p0,hayir,6,86,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/hayir/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hayir_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,20,2,20,18,left,5,0.5,0.8333,5.8491
ans_hayir_meb_1_web_10fps_p50,hayir,6,86,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/hayir/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hayir_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,20,1,20,19,left,6,0.5,0.8421,6.8683
ans_hayir_meb_1_web_25fps_p0,hayir,6,86,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/hayir/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_hayir_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,50,8,50,42,left,9,0.58,0.9048,7.4078
ans_iyi_meb_1_web_10fps_p0,iyi,10,100,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/iyi/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_iyi_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,22,2,16,14,left,0,0.3636,0.5714,1.3918
ans_iyi_meb_1_web_10fps_p50,iyi,10,100,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/iyi/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_iyi_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,22,1,15,14,left,0,0.3636,0.5714,1.8777
ans_iyi_meb_1_web_25fps_p0,iyi,10,100,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/iyi/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_iyi_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,54,9,34,25,left,0,0.3519,0.76,1.6897
ans_karin_meb_1_web_10fps_p0,karin,65,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/karin/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_karin_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,30,4,25,21,left,0,0.5,0.7143,1.8418
ans_karin_meb_1_web_10fps_p50,karin,65,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/karin/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_karin_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,29,4,24,20,left,0,0.4828,0.7,0.896
ans_karin_meb_1_web_25fps_p0,karin,65,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/karin/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_karin_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,73,15,58,43,left,0,0.5068,0.8605,2.1451
ans_kol_meb_1_web_10fps_p0,kol,62,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kol/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kol_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p0,10.0,26,1,20,19,right,3,0.5,0.6842,3.1872
ans_kol_meb_1_web_10fps_p50,kol,62,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kol/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kol_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-10fps-p50,10.0,25,0,20,20,left,3,0.56,0.7,2.0945
ans_kol_meb_1_web_25fps_p0,kol,62,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kol/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kol_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,approved,ok,mediapipe-tasks-web,web-25fps-p0,25.0,63,6,46,40,right,4,0.5397,0.85,4.4926
ans_kotu_meb_1_web_10fps_p0,kotu,12,122,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kotu/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kotu_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,23,2,16,14,left,0,0.3478,0.5714,2.0131
ans_kotu_meb_1_web_10fps_p50,kotu,12,122,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kotu/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kotu_meb_1_web_10fps_p50.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p50,10.0,23,1,15,14,left,0,0.3478,0.5714,2.1327
ans_kotu_meb_1_web_25fps_p0,kotu,12,122,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kotu/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kotu_meb_1_web_25fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-25fps-p0,25.0,57,8,34,26,left,1,0.3333,0.7692,2.8245
ans_kulak_meb_1_web_10fps_p0,kulak,56,,ANSWER,meb,ans_meb,user_reported_permission,train,yanit_ham/kulak/meb_1.mp4,processed/answer_vocabulary/landmark46-v1/ans_kulak_meb_1_web_10fps_p0.npz,approved,trainable,true,standard,needs_review,ok,mediapipe-tasks-web,web-10fps-p0,10.0,23,0,20,20,left,4,0.4348,0.7,7.8505
